0.0,0.0,0.0,12.02,33,12.02,0.57,6.85,2.16,2022-01-20 00:10:01
0.0,0.0,0.0,11.94,31,11.94,0.55,6.56,1.83,2022-01-20 01:10:00
0.0,0.0,0.0,11.87,29,11.87,0.57,6.52,1.44,2022-01-20 02:10:01
19.71,2.15,42.43,13.43,76,13.43,0.82,10.2,0.26,2022-01-20 09:10:00
18.84,4.03,76.02,14.29,100,14.29,0.72,10.57,3.19,2022-01-20 10:10:00
22.59,1.54,34.85,14.83,100,14.83,0.75,10.82,4.99,2022-01-20 11:10:01
22.88,0.82,18.96,14.82,100,14.82,0.69,9.78,5.91,2022-01-20 12:10:00
22.71,0.64,14.54,14.12,98,14.12,0.78,9.88,6.57,2022-01-20 13:10:00
