12.74,8.15,2021-12-28 01:19:52
12.76,8.03,2021-12-28 01:19:56
12.75,7.9,2021-12-28 01:19:59
12.75,7.9,2021-12-28 01:20:03
12.75,7.77,2021-12-28 01:20:06
12.73,7.89,2021-12-28 01:20:10
12.75,7.9,2021-12-28 01:20:13
12.75,8.54,2021-12-28 01:20:17
12.74,7.89,2021-12-28 01:20:20
12.74,7.77,2021-12-28 01:20:23
12.72,9.77,2021-12-28 01:20:27
12.74,7.89,2021-12-28 01:20:30
12.74,8.02,2021-12-28 01:20:34
12.72,9.28,2021-12-28 01:20:37
12.74,7.64,2021-12-28 01:20:41
12.72,7.88,2021-12-28 01:20:44
12.75,7.65,2021-12-28 01:20:47
12.73,10.05,2021-12-28 01:20:51
12.71,10.4,2021-12-28 01:20:55
12.71,10.16,2021-12-28 01:20:58
12.73,8.78,2021-12-28 01:21:01
12.73,9.03,2021-12-28 01:21:05
12.71,9.27,2021-12-28 01:21:08
12.73,8.52,2021-12-28 01:21:12
12.73,8.91,2021-12-28 01:21:15
12.75,8.52,2021-12-28 01:21:19
12.72,8.9,2021-12-28 01:21:22
12.74,8.91,2021-12-28 01:21:26
12.73,9.42,2021-12-28 01:21:29
12.7,10.54,2021-12-28 01:21:32
12.7,10.79,2021-12-28 01:21:36
12.69,10.42,2021-12-28 01:21:39
12.71,9.65,2021-12-28 01:21:43
12.7,10.79,2021-12-28 01:21:46
12.72,10.3,2021-12-28 01:21:50
12.72,9.92,2021-12-28 01:21:53
12.69,10.91,2021-12-28 01:21:57
12.71,10.54,2021-12-28 01:22:00
12.71,9.91,2021-12-28 01:22:04
12.71,10.54,2021-12-28 01:22:07
12.69,10.65,2021-12-28 01:22:10
12.71,9.91,2021-12-28 01:22:14
12.72,11.06,2021-12-28 01:22:18
12.72,10.17,2021-12-28 01:22:21
12.72,9.92,2021-12-28 01:22:24
12.71,10.67,2021-12-28 01:22:28
12.71,10.29,2021-12-28 01:22:31
12.71,9.27,2021-12-28 01:22:35
12.7,10.28,2021-12-28 01:22:38
12.72,10.17,2021-12-28 01:22:42
12.71,10.29,2021-12-28 01:22:45
12.71,10.54,2021-12-28 01:22:49
12.71,10.04,2021-12-28 01:22:52
12.7,10.54,2021-12-28 01:22:56
12.69,10.4,2021-12-28 01:22:59
12.71,9.78,2021-12-28 01:23:03
12.74,9.3,2021-12-28 01:23:06
12.71,10.04,2021-12-28 01:23:09
12.72,8.64,2021-12-28 01:23:13
12.72,10.17,2021-12-28 01:23:17
12.72,10.68,2021-12-28 01:23:20
12.72,10.3,2021-12-28 01:23:23
12.72,10.3,2021-12-28 01:23:27
12.71,10.54,2021-12-28 01:23:30
12.71,10.16,2021-12-28 01:23:34
12.71,10.16,2021-12-28 01:23:37
12.7,10.28,2021-12-28 01:23:41
12.72,10.17,2021-12-28 01:23:44
12.71,10.16,2021-12-28 01:23:48
12.69,10.15,2021-12-28 01:23:51
12.72,10.04,2021-12-28 01:23:55
12.74,8.02,2021-12-28 01:23:58
12.71,10.54,2021-12-28 01:24:01
12.72,10.04,2021-12-28 01:24:05
12.72,10.17,2021-12-28 01:24:08
12.72,10.68,2021-12-28 01:24:12
12.73,9.16,2021-12-28 01:24:15
12.71,9.15,2021-12-28 01:24:19
12.7,10.3,2021-12-28 02:55:20
12.76,7.91,2021-12-28 04:11:28
12.74,7.64,2021-12-28 04:13:26
12.74,7.64,2021-12-28 04:13:30
12.74,7.89,2021-12-28 04:13:33
12.75,7.65,2021-12-28 04:13:37
12.73,7.51,2021-12-28 04:13:40
12.73,8.01,2021-12-28 04:13:44
12.75,7.65,2021-12-28 04:13:47
12.75,7.65,2021-12-28 04:13:51
12.78,6.64,2021-12-28 13:53:58
12.78,6.51,2021-12-28 13:56:58
12.78,6.64,2021-12-28 14:02:06
12.78,6.51,2021-12-28 14:05:07
12.78,6.39,2021-12-28 14:08:07
12.78,6.38,2021-12-28 14:11:08
12.78,6.51,2021-12-28 14:14:09
12.78,6.39,2021-12-28 14:17:09
12.78,6.39,2021-12-28 14:20:10
12.77,6.38,2021-12-28 14:23:10
12.78,6.51,2021-12-28 14:26:11
12.75,6.63,2021-12-28 14:29:12
12.78,6.39,2021-12-28 14:32:13
12.78,6.39,2021-12-28 14:35:13
12.77,6.64,2021-12-28 14:38:14
12.73,8.91,2021-12-28 14:41:15
12.76,6.5,2021-12-28 14:44:15
12.77,6.51,2021-12-28 14:47:16
12.76,6.63,2021-12-28 14:50:16
12.76,6.63,2021-12-28 14:53:17
12.77,7.15,2021-12-28 14:56:18
12.77,6.38,2021-12-28 15:02:13
12.79,6.39,2021-12-28 15:05:14
12.78,6.39,2021-12-28 15:08:14
12.71,9.53,2021-12-28 15:11:15
12.78,6.64,2021-12-28 15:14:15
12.76,7.14,2021-12-28 15:17:16
12.78,6.51,2021-12-28 15:20:17
12.79,6.77,2021-12-28 15:23:17
12.78,6.51,2021-12-28 15:55:55
12.77,6.64,2021-12-28 16:29:28
12.71,9.42,2021-12-28 17:29:38
12.77,7.02,2021-12-28 18:29:47
12.77,6.64,2021-12-28 19:30:00
12.77,6.38,2021-12-28 20:30:07
12.78,6.51,2021-12-28 21:30:22
12.79,6.39,2021-12-28 22:30:30
12.76,6.38,2021-12-28 23:30:43
